customer_id,basket,basket_items,basket_size
91098523,"27,2,46","[27, 2, 46]",3
30630268,"37,22,8","[37, 22, 8]",3
72550942,"2,47,6,16,36","[2, 47, 6, 16, 36]",5
69019260,"16,21,37,1,11,27,41,14,46,26,8,9,6,12,13","[16, 21, 37, 1, 11, 27, 41, 14, 46, 26, 8, 9, 6, 12, 13]",15
35170949,"10,42,44,29,35,12,37,39,25,45,2,32,23,9","[10, 42, 44, 29, 35, 12, 37, 39, 25, 45, 2, 32, 23, 9]",14
48898741,"45,23,37,42,25,40,20,12,26,24","[45, 23, 37, 42, 25, 40, 20, 12, 26, 24]",10
13469266,"20,5,11,16","[20, 5, 11, 16]",4
43394717,"23,46,43,9,38,44","[23, 46, 43, 9, 38, 44]",6
85475993,44,[44],1
78790755,"35,44,2,42,16,3,39,13,28,41,10,5,21","[35, 44, 2, 42, 16, 3, 39, 13, 28, 41, 10, 5, 21]",13
59305765,"32,46,21,14,25,34,37,45,2","[32, 46, 21, 14, 25, 34, 37, 45, 2]",9
49476020,"29,23,38,43,9,36,1,21","[29, 23, 38, 43, 9, 36, 1, 21]",8
82833402,"6,32,48,4,2,25,43,38,44,40,24","[6, 32, 48, 4, 2, 25, 43, 38, 44, 40, 24]",11
35553736,"17,14,21,48,10,27,18","[17, 14, 21, 48, 10, 27, 18]",7
95249421,"37,42,3,13,4","[37, 42, 3, 13, 4]",5
78821578,"32,40,7,6,8,1,3,5,9,23,38,17,42,25","[32, 40, 7, 6, 8, 1, 3, 5, 9, 23, 38, 17, 42, 25]",14
72184036,"38,15,9,2,3,34,13,25,46,43,32,40,33","[38, 15, 9, 2, 3, 34, 13, 25, 46, 43, 32, 40, 33]",13
48294563,"27,47,45,17","[27, 47, 45, 17]",4
25245695,"10,45,16,3,25","[10, 45, 16, 3, 25]",5
61110619,"13,21,7,24,19,47,14,39","[13, 21, 7, 24, 19, 47, 14, 39]",8
266008,"39,17,16","[39, 17, 16]",3
2447465,"45,4,21,5,11,1,31,2","[45, 4, 21, 5, 11, 1, 31, 2]",8
34843459,"28,36,44,20,32,24","[28, 36, 44, 20, 32, 24]",6
36407429,"13,34,16,26,12,43,2,37,21","[13, 34, 16, 26, 12, 43, 2, 37, 21]",9
73310876,"45,48,24,10,43","[45, 48, 24, 10, 43]",5
76532918,"24,7,20,17,26,1,6,4,3,8","[24, 7, 20, 17, 26, 1, 6, 4, 3, 8]",10
36471692,"32,25,21,36,38,2,1,44,33,28,45,41,27","[32, 25, 21, 36, 38, 2, 1, 44, 33, 28, 45, 41, 27]",13
27679527,"2,32,42,44,40,21,14,33,4,10,45,23,17","[2, 32, 42, 44, 40, 21, 14, 33, 4, 10, 45, 23, 17]",13
18490546,"41,1","[41, 1]",2
10666648,"32,21,14,12,22,36","[32, 21, 14, 12, 22, 36]",6
94355984,"18,36,48,21,1,46,20,9,27,43,8","[18, 36, 48, 21, 1, 46, 20, 9, 27, 43, 8]",11
47725008,"2,10,45,24,47,26,35,12,39,28","[2, 10, 45, 24, 47, 26, 35, 12, 39, 28]",10
98465497,"21,17,22,34,39,46,32","[21, 17, 22, 34, 39, 46, 32]",7
84093072,"47,45,9,22,27,13,42,44,6","[47, 45, 9, 22, 27, 13, 42, 44, 6]",9
23361425,"36,17,47,6,46,25,41,15,24","[36, 17, 47, 6, 46, 25, 41, 15, 24]",9
37841159,"43,22,10,2,38,27","[43, 22, 10, 2, 38, 27]",6
98248365,"44,18,42,12,27,37,13,4,1,2,28,26,45","[44, 18, 42, 12, 27, 37, 13, 4, 1, 2, 28, 26, 45]",13
59567585,"16,22,35,2,44,25,3,31","[16, 22, 35, 2, 44, 25, 3, 31]",8
10637297,"17,47,2,3,23,38,9","[17, 47, 2, 3, 23, 38, 9]",7
64214725,"38,34,37,1,24,43,25,23","[38, 34, 37, 1, 24, 43, 25, 23]",8
67802705,"45,42","[45, 42]",2
64828312,"39,37,30,42,45,28,46,25,23,32,20,10,1,17,6,12,38,31,9","[39, 37, 30, 42, 45, 28, 46, 25, 23, 32, 20, 10, 1, 17, 6, 12, 38, 31, 9]",19
58869988,"41,36,22,28,32,37,34,16,40,44,42,2","[41, 36, 22, 28, 32, 37, 34, 16, 40, 44, 42, 2]",12
66334157,"43,38,23,20,4,10,5,22,32,44,25,39,33,3,2,13,47","[43, 38, 23, 20, 4, 10, 5, 22, 32, 44, 25, 39, 33, 3, 2, 13, 47]",17
19803689,"3,2,1,13,34,25,20,40,46,21,14,36,22,48,8,16,35,10","[3, 2, 1, 13, 34, 25, 20, 40, 46, 21, 14, 36, 22, 48, 8, 16, 35, 10]",18
88203600,"3,6,47,17,22,15,7,12","[3, 6, 47, 17, 22, 15, 7, 12]",8
35957409,"28,26,21,47,6,42,45,2","[28, 26, 21, 47, 6, 42, 45, 2]",8
98149352,"2,16,14,39,43,41,7","[2, 16, 14, 39, 43, 41, 7]",7
85444134,"17,9,23,43,21,8,35,27,5,36,4","[17, 9, 23, 43, 21, 8, 35, 27, 5, 36, 4]",11
87444878,"20,28,3,6,25,45,42,10,44,23,9,43,21,39","[20, 28, 3, 6, 25, 45, 42, 10, 44, 23, 9, 43, 21, 39]",14
96396767,"20,46,47,13,9,2,48,39,34,37","[20, 46, 47, 13, 9, 2, 48, 39, 34, 37]",10
16068446,"17,37,13,34,38,26,28,23,2,27,45,25,40,20","[17, 37, 13, 34, 38, 26, 28, 23, 2, 27, 45, 25, 40, 20]",14
37813757,"33,24,15,16,44,45","[33, 24, 15, 16, 44, 45]",6
2058641,"3,6,47,40,37,30,17,22,36,20,39","[3, 6, 47, 40, 37, 30, 17, 22, 36, 20, 39]",11
73626801,"3,28,26,44,45,21,14,22,17,12,47,34,41,9","[3, 28, 26, 44, 45, 21, 14, 22, 17, 12, 47, 34, 41, 9]",14
93765125,"39,13,44,37,3,36,32,40,46","[39, 13, 44, 37, 3, 36, 32, 40, 46]",9
77655490,"48,23","[48, 23]",2
96231331,"20,44,42,2,27,23","[20, 44, 42, 2, 27, 23]",6
44885555,"13,2,39,37,44,14,48,32,36,25,10,34,3,43","[13, 2, 39, 37, 44, 14, 48, 32, 36, 25, 10, 34, 3, 43]",14
61090043,"34,38,8,28,27,21,6,43,9","[34, 38, 8, 28, 27, 21, 6, 43, 9]",9
58470526,"17,6,36,1,3,4","[17, 6, 36, 1, 3, 4]",6
61241400,"41,46,2,10,13,24,7","[41, 46, 2, 10, 13, 24, 7]",7
44255017,"23,2,10,42,15","[23, 2, 10, 42, 15]",5
86220948,"23,25,42,45,44,20,15,21,43","[23, 25, 42, 45, 44, 20, 15, 21, 43]",9
11360261,"12,35,47,14,48,8,42,17,28,6,46,2,32","[12, 35, 47, 14, 48, 8, 42, 17, 28, 6, 46, 2, 32]",13
9596850,"30,26,47,40","[30, 26, 47, 40]",4
98873443,"41,13,5,2,1,34,20,39,45,36","[41, 13, 5, 2, 1, 34, 20, 39, 45, 36]",10
54592446,"46,20,25,24,38,43,47,16,5,31,29,9,23,1,6","[46, 20, 25, 24, 38, 43, 47, 16, 5, 31, 29, 9, 23, 1, 6]",15
8798423,"17,47,45,44,48,26,27,34,46","[17, 47, 45, 44, 48, 26, 27, 34, 46]",9
55079904,"34,3,25,46,39,23,6,16,14,48,21","[34, 3, 25, 46, 39, 23, 6, 16, 14, 48, 21]",11
82650730,"23,18,9,1","[23, 18, 9, 1]",4
11359595,"16,23,9,47,42,46,40,48","[16, 23, 9, 47, 42, 46, 40, 48]",8
61901328,"20,46,32","[20, 46, 32]",3
20732969,"40,22","[40, 22]",2
72814429,"3,23,43,38,2,47,7,18,46","[3, 23, 43, 38, 2, 47, 7, 18, 46]",9
78194197,"39,23,2,17","[39, 23, 2, 17]",4
99288123,"13,46,43,30,45,10,3,1,17,47,42,41,28,26,44","[13, 46, 43, 30, 45, 10, 3, 1, 17, 47, 42, 41, 28, 26, 44]",15
72533845,"9,23,43,14,42,45,10,6,17","[9, 23, 43, 14, 42, 45, 10, 6, 17]",9
15748394,"22,3,27,1,23","[22, 3, 27, 1, 23]",5
82975679,"28,41,48,9,38,13","[28, 41, 48, 9, 38, 13]",6
78345995,"3,40,25,9,12,30,5,36,13,10,41,2,35,44","[3, 40, 25, 9, 12, 30, 5, 36, 13, 10, 41, 2, 35, 44]",14
77221770,"23,28,41,25,33,45,32,22,2","[23, 28, 41, 25, 33, 45, 32, 22, 2]",9
71755624,"17,47,6,12,26,3,20,32,33,43","[17, 47, 6, 12, 26, 3, 20, 32, 33, 43]",10
66887598,"23,43,1,29,34,37,12,6,20,28,18,7,17","[23, 43, 1, 29, 34, 37, 12, 6, 20, 28, 18, 7, 17]",13
93713838,"26,46,25,1,3,11,36,23,38,42,31","[26, 46, 25, 1, 3, 11, 36, 23, 38, 42, 31]",11
91139536,"48,27,2,4,47,17,11,40,25","[48, 27, 2, 4, 47, 17, 11, 40, 25]",9
15233168,"13,39,9,12,34,22,36,43,38,45,48,14,26,19,21","[13, 39, 9, 12, 34, 22, 36, 43, 38, 45, 48, 14, 26, 19, 21]",15
15785484,"28,41,8,20,46,40,18,3,4,1,35,44,45,10","[28, 41, 8, 20, 46, 40, 18, 3, 4, 1, 35, 44, 45, 10]",14
61442595,"39,13,37,43,46,40,25,2,34","[39, 13, 37, 43, 46, 40, 25, 2, 34]",9
43246585,"7,14,1,39,20","[7, 14, 1, 39, 20]",5
40719580,"43,35,6","[43, 35, 6]",3
52467677,"39,22,36,3,27,12,23,43,34,13","[39, 22, 36, 3, 27, 12, 23, 43, 34, 13]",10
27747205,"46,6,42,44,48,43,9,23,32,18","[46, 6, 42, 44, 48, 43, 9, 23, 32, 18]",10
48787051,"24,47,26,22,48,1,42,2,34,23,9,39,13,38","[24, 47, 26, 22, 48, 1, 42, 2, 34, 23, 9, 39, 13, 38]",14
16970225,"22,5,40,28,48,3","[22, 5, 40, 28, 48, 3]",6
54183878,"2,43,1,34,20,10,47,6,18","[2, 43, 1, 34, 20, 10, 47, 6, 18]",9
24789383,"21,8,40,37,47,46,20","[21, 8, 40, 37, 47, 46, 20]",7
34332160,"1,41,16,37,9,27","[1, 41, 16, 37, 9, 27]",6
38202576,"8,16","[8, 16]",2
51010655,"9,25,46,20,40,21,16,10,13,34,8","[9, 25, 46, 20, 40, 21, 16, 10, 13, 34, 8]",11
28342270,"48,13,33,40,41,21,31,5,18,15,34,47","[48, 13, 33, 40, 41, 21, 31, 5, 18, 15, 34, 47]",12
97589706,"47,28,34,32,41,3,9","[47, 28, 34, 32, 41, 3, 9]",7
78078486,"23,38,3,25,35,43,28,36","[23, 38, 3, 25, 35, 43, 28, 36]",8
92755998,"38,46,45,9,26","[38, 46, 45, 9, 26]",5
6344742,12,[12],1
21025016,"2,1,43,20,46,40,19,32,48,16,8","[2, 1, 43, 20, 46, 40, 19, 32, 48, 16, 8]",11
63205654,"28,1","[28, 1]",2
73693699,"47,14,17,34,13,41,44,10,38,30","[47, 14, 17, 34, 13, 41, 44, 10, 38, 30]",10
66146314,"40,32,20,47,18,39,37,9,44,30,42,22,36","[40, 32, 20, 47, 18, 39, 37, 9, 44, 30, 42, 22, 36]",13
87298514,"45,47,35,29,19,12,2,3,1,33,6,30,17","[45, 47, 35, 29, 19, 12, 2, 3, 1, 33, 6, 30, 17]",13
30168509,"39,42,10,34,47","[39, 42, 10, 34, 47]",5
15169738,"2,10,42,40,24,17","[2, 10, 42, 40, 24, 17]",6
92778762,"8,48,36,27,40,39,9,23,18,16,4,47,17,1,28,37,34,13,43,31,2","[8, 48, 36, 27, 40, 39, 9, 23, 18, 16, 4, 47, 17, 1, 28, 37, 34, 13, 43, 31, 2]",21
71332973,"44,43,27,13,41,26,40,32,23,28","[44, 43, 27, 13, 41, 26, 40, 32, 23, 28]",10
67749956,"47,3,17,6","[47, 3, 17, 6]",4
68836109,"15,21,28,26,2,43,23","[15, 21, 28, 26, 2, 43, 23]",7
68886807,"46,10,42","[46, 10, 42]",3
55060588,"46,43,37,45,10,2,34,39,9,38,7","[46, 43, 37, 45, 10, 2, 34, 39, 9, 38, 7]",11
47938504,"37,20,46,16,48,10,45,42,28,32,27,36,22","[37, 20, 46, 16, 48, 10, 45, 42, 28, 32, 27, 36, 22]",13
68865303,"1,44,17,13,27,7,45,32,5,31,46,36,24,15","[1, 44, 17, 13, 27, 7, 45, 32, 5, 31, 46, 36, 24, 15]",14
86541917,"8,16,18,1,17,42,21,14,48,39,13,2,31,44","[8, 16, 18, 1, 17, 42, 21, 14, 48, 39, 13, 2, 31, 44]",14
62209536,"3,24,38,43,44,29,18,32,13,37,47,1,16,26,28","[3, 24, 38, 43, 44, 29, 18, 32, 13, 37, 47, 1, 16, 26, 28]",15
35777335,"36,29,39,8,24,3,2,43,9,31","[36, 29, 39, 8, 24, 3, 2, 43, 9, 31]",10
57478710,"26,9,3,22,47,41,23,46,28,43,6","[26, 9, 3, 22, 47, 41, 23, 46, 28, 43, 6]",11
63498197,"8,23,24,2","[8, 23, 24, 2]",4
95730324,"12,34,13,39,47,38,10,42,21","[12, 34, 13, 39, 47, 38, 10, 42, 21]",9
93713838,"23,41,3,12,27,21,43,25,1","[23, 41, 3, 12, 27, 21, 43, 25, 1]",9
74416202,"25,1,42,10,38,22,13,16,14,2,44,45,34,26","[25, 1, 42, 10, 38, 22, 13, 16, 14, 2, 44, 45, 34, 26]",14
56393948,"2,44,25,36,45,26,3,21,8,11,20","[2, 44, 25, 36, 45, 26, 3, 21, 8, 11, 20]",11
86988155,"23,17,18,6,27,34,13,3,14,48,47,19","[23, 17, 18, 6, 27, 34, 13, 3, 14, 48, 47, 19]",12
34400715,"41,48,10,42,22,32,25","[41, 48, 10, 42, 22, 32, 25]",7
62627556,"2,22","[2, 22]",2
13870166,"34,43,17","[34, 43, 17]",3
63060639,"32,2,48,15,40,25,24,47,20,16,1,37","[32, 2, 48, 15, 40, 25, 24, 47, 20, 16, 1, 37]",12
50984437,"16,48,38,23,35,34,18,28,11,36","[16, 48, 38, 23, 35, 34, 18, 28, 11, 36]",10
73968922,"26,28,37,39","[26, 28, 37, 39]",4
1150574,"3,40,25,23,18,2,17,47","[3, 40, 25, 23, 18, 2, 17, 47]",8
51937722,"6,44,17,12,2,25,36,14,48,21,13,34","[6, 44, 17, 12, 2, 25, 36, 14, 48, 21, 13, 34]",12
29465838,"12,3,46,2,10,20,45,42,25,43,7","[12, 3, 46, 2, 10, 20, 45, 42, 25, 43, 7]",11
90155167,"1,19,36,35,14,41,7","[1, 19, 36, 35, 14, 41, 7]",7
31886038,"2,35,10,33","[2, 35, 10, 33]",4
1966833,"10,14,16,48,8,29,33,24,15,44,35,18,3","[10, 14, 16, 48, 8, 29, 33, 24, 15, 44, 35, 18, 3]",13
20484190,"47,34,10,2,22,5,11,31,23","[47, 34, 10, 2, 22, 5, 11, 31, 23]",9
91933951,"17,22,34,18","[17, 22, 34, 18]",4
23622261,"15,46,32,2","[15, 46, 32, 2]",4
55490406,"17,47,18,3,27,2,23","[17, 47, 18, 3, 27, 2, 23]",7
31531294,"39,22,26,2,1,12,34,18,42,28,3,10,8,37","[39, 22, 26, 2, 1, 12, 34, 18, 42, 28, 3, 10, 8, 37]",14
53387945,"13,39,43,9,38,23,1,3,40,25,42,34,15","[13, 39, 43, 9, 38, 23, 1, 3, 40, 25, 42, 34, 15]",13
27217324,"17,14,11,3,2","[17, 14, 11, 3, 2]",5
60879270,"38,29,42,40,32,15,2,46,36,43","[38, 29, 42, 40, 32, 15, 2, 46, 36, 43]",10
914285,"43,9,29,2,10,25","[43, 9, 29, 2, 10, 25]",6
46250089,"39,6,13,4,2,7,26,45,27","[39, 6, 13, 4, 2, 7, 26, 45, 27]",9
55341231,"18,15,24,3,42,9,43,23,41,35","[18, 15, 24, 3, 42, 9, 43, 23, 41, 35]",10
96235917,"36,32,46,42,34,41,27,6,4,44","[36, 32, 46, 42, 34, 41, 27, 6, 4, 44]",10
85934957,"22,4,1,14,48,26,39,38,41,45,18","[22, 4, 1, 14, 48, 26, 39, 38, 41, 45, 18]",11
83131687,"6,45,17,5,30,42,47,37,48","[6, 45, 17, 5, 30, 42, 47, 37, 48]",9
77587069,"23,43,47,20,41,2,33","[23, 43, 47, 20, 41, 2, 33]",7
73467059,"38,6,21,3,28,15,48,8,32,40,2","[38, 6, 21, 3, 28, 15, 48, 8, 32, 40, 2]",11
77268429,"46,18,24,33,38,37","[46, 18, 24, 33, 38, 37]",6
37369058,"14,6,17,4,3,48,8","[14, 6, 17, 4, 3, 48, 8]",7
32320885,"20,40,9,26,42","[20, 40, 9, 26, 42]",5
90436749,"37,34,41,45,1,11,40,13,23,38,43","[37, 34, 41, 45, 1, 11, 40, 13, 23, 38, 43]",11
74333385,"6,13,21,48,16,10,42","[6, 13, 21, 48, 16, 10, 42]",7
85999902,"43,41,48,14,8,27,45,34,10","[43, 41, 48, 14, 8, 27, 45, 34, 10]",9
43846456,"32,33,7,15,1,20,43,23,44,2,38,41","[32, 33, 7, 15, 1, 20, 43, 23, 44, 2, 38, 41]",12
13082484,"13,37","[13, 37]",2
91026108,"23,31,17,34,37,9,13,39,2,32","[23, 31, 17, 34, 37, 9, 13, 39, 2, 32]",10
41753074,"8,14,2","[8, 14, 2]",3
29809913,"17,16,46,40,3,27,18,8,39","[17, 16, 46, 40, 3, 27, 18, 8, 39]",9
27959893,"2,24,7,29,36,3","[2, 24, 7, 29, 36, 3]",6
82356960,"35,12,6,47,29,2,42","[35, 12, 6, 47, 29, 2, 42]",7
87397216,"37,13","[37, 13]",2
42483631,"44,38,41,21,1,4","[44, 38, 41, 21, 1, 4]",6
8432087,"40,20,48,14,18,22,3,13,27,44,10,43","[40, 20, 48, 14, 18, 22, 3, 13, 27, 44, 10, 43]",12
46547369,"23,26,34,12,5,18,6,17","[23, 26, 34, 12, 5, 18, 6, 17]",8
61451538,"32,34,41,20,46,27,42","[32, 34, 41, 20, 46, 27, 42]",7
56656947,"32,13,42,38,18,6,27","[32, 13, 42, 38, 18, 6, 27]",7
83209961,"3,28,25,14,48,16,8,36,10","[3, 28, 25, 14, 48, 16, 8, 36, 10]",9
51409622,"28,47,43,45,42,10,26,8","[28, 47, 43, 45, 42, 10, 26, 8]",8
33798226,"30,13,34,20,16","[30, 13, 34, 20, 16]",5
7924432,"43,23,9,32,25,20,2,15,36,7","[43, 23, 9, 32, 25, 20, 2, 15, 36, 7]",10
4538937,"10,1,2,36,46,40,32,25","[10, 1, 2, 36, 46, 40, 32, 25]",8
29117244,42,[42],1
97350553,"46,34","[46, 34]",2
58415640,"47,48,14,13,16,34,15,3,26,32,22,18,23","[47, 48, 14, 13, 16, 34, 15, 3, 26, 32, 22, 18, 23]",13
1478576,"2,11","[2, 11]",2
86329054,"6,47,32,37,34,27,25,42,8,10,43,39","[6, 47, 32, 37, 34, 27, 25, 42, 8, 10, 43, 39]",12
88955997,"20,24,26,46,44,16,4,39,14","[20, 24, 26, 46, 44, 16, 4, 39, 14]",9
56114188,"2,45,44,24,42,38,23,34,37","[2, 45, 44, 24, 42, 38, 23, 34, 37]",9
44211887,"44,47,25,20,38,17,11,45,15","[44, 47, 25, 20, 38, 17, 11, 45, 15]",9
34341778,"36,2,1,25","[36, 2, 1, 25]",4
43615795,"14,39,38,6,8,16,48,13,29,34,2,22,23,37,28","[14, 39, 38, 6, 8, 16, 48, 13, 29, 34, 2, 22, 23, 37, 28]",15
60649450,"26,23,5,1,3","[26, 23, 5, 1, 3]",5
13903088,"1,25,21,9,8,14,38","[1, 25, 21, 9, 8, 14, 38]",7
38253543,"26,28,32,46,25,20","[26, 28, 32, 46, 25, 20]",6
53946861,"3,47,6,21,34,39,40,32,28","[3, 47, 6, 21, 34, 39, 40, 32, 28]",9
84850390,"23,16,48,36","[23, 16, 48, 36]",4
19217047,"21,20,40,25,41,26,48","[21, 20, 40, 25, 41, 26, 48]",7
21774791,"38,47,17,45,24,10,2,12,25,6,13,44","[38, 47, 17, 45, 24, 10, 2, 12, 25, 6, 13, 44]",12
49649027,"9,10,2,44,20,15,17,31,26,39,34,32,25,47,46,43,38,35,23","[9, 10, 2, 44, 20, 15, 17, 31, 26, 39, 34, 32, 25, 47, 46, 43, 38, 35, 23]",19
24295777,"37,2,10,43,39,1,25,22,40,17,13,3,4","[37, 2, 10, 43, 39, 1, 25, 22, 40, 17, 13, 3, 4]",13
76079098,"1,22,11,43,46,2,45","[1, 22, 11, 43, 46, 2, 45]",7
31628887,"17,2,27,44,45,3,46","[17, 2, 27, 44, 45, 3, 46]",7
51717365,"5,41,28,14,34,48,3,1,22,32","[5, 41, 28, 14, 34, 48, 3, 1, 22, 32]",10
59616754,"45,20,25,31,18,47,6,14,8,40,2,48,10","[45, 20, 25, 31, 18, 47, 6, 14, 8, 40, 2, 48, 10]",13
71177456,"41,43,42,44,9,17,36,39,25,40","[41, 43, 42, 44, 9, 17, 36, 39, 25, 40]",10
98159111,"17,29,37,32,25,8,1","[17, 29, 37, 32, 25, 8, 1]",7
51802243,"20,2,44,21,16,35,29,14,25,1,37,39,8,47,42","[20, 2, 44, 21, 16, 35, 29, 14, 25, 1, 37, 39, 8, 47, 42]",15
29900977,"9,24,25,20,36","[9, 24, 25, 20, 36]",5
57264076,"28,40,46","[28, 40, 46]",3
83673653,"6,10,26,39,34","[6, 10, 26, 39, 34]",5
42882402,"34,32,40,46,37","[34, 32, 40, 46, 37]",5
32550201,"43,32,29,9,19,2,10,23,24","[43, 32, 29, 9, 19, 2, 10, 23, 24]",9
61389271,"17,6,11,46,37,34,13,9","[17, 6, 11, 46, 37, 34, 13, 9]",8
50016520,"32,40,45,2,13,34,37,23","[32, 40, 45, 2, 13, 34, 37, 23]",8
78176456,"28,1,9,10,17,6,16,38,21,22,2,24","[28, 1, 9, 10, 17, 6, 16, 38, 21, 22, 2, 24]",12
80996721,"14,8,21,43,25,32","[14, 8, 21, 43, 25, 32]",6
64639701,"38,41,36,28,20","[38, 41, 36, 28, 20]",5
34262175,"7,23,9,39,43,19,27,36,20,17,2","[7, 23, 9, 39, 43, 19, 27, 36, 20, 17, 2]",11
71088537,"47,17,6,20,33,13,37,34","[47, 17, 6, 20, 33, 13, 37, 34]",8
91704728,"41,1,3,25,46,20,32,48,14,43,40,16,37,13,27,47,9","[41, 1, 3, 25, 46, 20, 32, 48, 14, 43, 40, 16, 37, 13, 27, 47, 9]",17
55677587,"2,28,9,7,24,33,48","[2, 28, 9, 7, 24, 33, 48]",7
54599569,"48,8,14,41,39","[48, 8, 14, 41, 39]",5
37800237,"34,37,13,39,27,9,43,19,18","[34, 37, 13, 39, 27, 9, 43, 19, 18]",9
76194889,"41,48,21,25","[41, 48, 21, 25]",4
82929109,"3,1,38,34,46,32","[3, 1, 38, 34, 46, 32]",6
99021264,"36,38,43,9","[36, 38, 43, 9]",4
11787631,"29,15,7,13,2,5,14,48,47,40,25,32,16","[29, 15, 7, 13, 2, 5, 14, 48, 47, 40, 25, 32, 16]",13
88454555,"2,44,23,42,22,40","[2, 44, 23, 42, 22, 40]",6
58000579,"43,9,1,17,10,2,38,7,3,24","[43, 9, 1, 17, 10, 2, 38, 7, 3, 24]",10
92098874,"2,45,42,39,22,40,20,27,46,32","[2, 45, 42, 39, 22, 40, 20, 27, 46, 32]",10
39779081,"17,13,34,45,27,38,43,22,14,8","[17, 13, 34, 45, 27, 38, 43, 22, 14, 8]",10
86832146,"10,39,5,11,44,45,37","[10, 39, 5, 11, 44, 45, 37]",7
71884671,"21,36,2,3,38,34,1,13","[21, 36, 2, 3, 38, 34, 1, 13]",8
77142273,"4,3,5,47,35,45,38,41","[4, 3, 5, 47, 35, 45, 38, 41]",8
28805219,"15,24,20,25,28,16,8,23,3,47,42,34,37","[15, 24, 20, 25, 28, 16, 8, 23, 3, 47, 42, 34, 37]",13
12429153,"39,10,2,22,36,6,27,20","[39, 10, 2, 22, 36, 6, 27, 20]",8
2330352,2,[2],1
50562561,"36,46,1,41,40,43,38,23,19","[36, 46, 1, 41, 40, 43, 38, 23, 19]",9
80588873,"16,17,47,6,26,21,2","[16, 17, 47, 6, 26, 21, 2]",7
46138036,"24,33,23,38,43,2,3,25,20,13","[24, 33, 23, 38, 43, 2, 3, 25, 20, 13]",10
42030530,"14,21,8,33","[14, 21, 8, 33]",4
64506183,"38,17,20,40,46,43,23","[38, 17, 20, 40, 46, 43, 23]",7
91433757,"21,25,20,32,34,29,12,2,23","[21, 25, 20, 32, 34, 29, 12, 2, 23]",9
15028460,"43,3,18,1,10,27,48,41,46,9,2","[43, 3, 18, 1, 10, 27, 48, 41, 46, 9, 2]",11
87291688,"13,47,18,9,30,36,45","[13, 47, 18, 9, 30, 36, 45]",7
19260108,"22,17,20,21,8,4,38,37,45","[22, 17, 20, 21, 8, 4, 38, 37, 45]",9
89997738,"14,16,47,17,24,37,42,8,1,36,34,26","[14, 16, 47, 17, 24, 37, 42, 8, 1, 36, 34, 26]",12
71029486,"34,40,20,2,22,25,32,28,46,45,42","[34, 40, 20, 2, 22, 25, 32, 28, 46, 45, 42]",11
73688108,"27,10,2,37,13,1,41,43,9,42,45,44,32,46,5,38,18","[27, 10, 2, 37, 13, 1, 41, 43, 9, 42, 45, 44, 32, 46, 5, 38, 18]",17
66440870,"1,3,2,48,27","[1, 3, 2, 48, 27]",5
33306952,"48,8,38,34,17,47,43,40","[48, 8, 38, 34, 17, 47, 43, 40]",8
26529472,"15,34,32,25,44,42,10,45,2,38","[15, 34, 32, 25, 44, 42, 10, 45, 2, 38]",10
13789828,"14,21,48,33","[14, 21, 48, 33]",4
22355548,"17,9,23","[17, 9, 23]",3
33276376,"27,3,2,40,46,20,25,43,38","[27, 3, 2, 40, 46, 20, 25, 43, 38]",9
3923071,"24,7,16,42,45,26,3,2,23,38,25","[24, 7, 16, 42, 45, 26, 3, 2, 23, 38, 25]",11
22810684,"40,12,2,36,47,21,14","[40, 12, 2, 36, 47, 21, 14]",7
79154674,"37,39,26,13,38,9","[37, 39, 26, 13, 38, 9]",6
26863187,"39,40,33,41","[39, 40, 33, 41]",4
53111403,"13,35,12,37,22,38,32,17,36","[13, 35, 12, 37, 22, 38, 32, 17, 36]",9
26608637,"43,23,22,46,25,47,10,2,21,45,31,18,26,41,28,40","[43, 23, 22, 46, 25, 47, 10, 2, 21, 45, 31, 18, 26, 41, 28, 40]",16
62908657,"2,42,45,41,22,25,46,20,23,38","[2, 42, 45, 41, 22, 25, 46, 20, 23, 38]",10
71350874,"18,21,12,1,44,47,17,2,30,38","[18, 21, 12, 1, 44, 47, 17, 2, 30, 38]",10
50042678,"28,26,11,32,27,21","[28, 26, 11, 32, 27, 21]",6
8659617,"47,13,37,6,17,3,46,24,14,9,21,12","[47, 13, 37, 6, 17, 3, 46, 24, 14, 9, 21, 12]",12
30467541,"38,1,2,25,32,15,10,8,34,29","[38, 1, 2, 25, 32, 15, 10, 8, 34, 29]",10
93712666,"10,44,45,28,12,19,25,30,1,13,37,35,29","[10, 44, 45, 28, 12, 19, 25, 30, 1, 13, 37, 35, 29]",13
8614509,"24,27,18,21,8,28,9,38,17,47,39,37,13,16,45,44,1,11,46","[24, 27, 18, 21, 8, 28, 9, 38, 17, 47, 39, 37, 13, 16, 45, 44, 1, 11, 46]",19
61038308,"7,33,1,9,38,23,2,36,19,30,16","[7, 33, 1, 9, 38, 23, 2, 36, 19, 30, 16]",11
29117218,"9,43,3,13,5,17,47","[9, 43, 3, 13, 5, 17, 47]",7
76289019,"30,14,39,4,2,47,13,45","[30, 14, 39, 4, 2, 47, 13, 45]",8
63821996,"32,33,26,41,28,1,3,2","[32, 33, 26, 41, 28, 1, 3, 2]",8
27643649,"28,41,44,6","[28, 41, 44, 6]",4
92561540,"46,24,37,39,28,3,2","[46, 24, 37, 39, 28, 3, 2]",7
